% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
5.442	1	2	2	0.999999	0
5.442	2	5	2	0.999999	0
5.443	1	3	3	0.999999	0
5.443	2	6	3	0.999999	0
5.481	1	1	1	0.999999	0
5.481	2	4	1	0.999999	0
5.482	1	2	2	0.999999	0
5.482	2	5	2	0.999999	0
5.483	1	3	3	0.999999	0
5.483	2	6	3	0.999999	0
5.521	1	1	1	0.999999	0
5.521	2	4	1	0.999999	0
5.522	1	2	2	0.999999	0
5.522	2	5	2	0.999999	0
5.523	1	3	3	0.999999	0
5.523	2	6	3	0.999999	0
5.561	1	1	1	0.999999	0
5.561	2	4	1	0.999999	0
5.562	1	2	2	0.999999	0
5.562	2	5	2	0.999999	0
5.563	1	3	3	0.999999	0
5.563	2	6	3	0.999999	0
5.601	1	1	1	0.999999	0
5.601	2	4	1	0.999999	0
5.602	1	2	2	0.999999	0
5.602	2	5	2	0.999999	0
5.603	1	3	3	0.999999	0
5.603	2	6	3	0.999999	0
5.641	1	1	1	0.999999	0
5.641	2	4	1	0.999999	0
5.642	1	2	2	0.999999	0
5.642	2	5	2	0.999999	0
5.643	1	3	3	0.999999	0
5.643	2	6	3	0.999999	0
5.681	1	1	1	0.999999	0
5.681	2	4	1	0.999999	0
5.682	1	2	2	0.999999	0
5.682	2	5	2	0.999999	0
5.683	1	3	3	0.999999	0
5.683	2	6	3	0.999999	0
5.721	1	1	1	0.999999	0
5.721	2	4	1	0.999999	0
5.722	1	2	2	0.999999	0
5.722	2	5	2	0.999999	0
5.723	1	3	3	0.999999	0
5.723	2	6	3	0.999999	0
5.761	1	1	1	0.999999	0
5.761	2	4	1	0.999999	0
5.762	1	2	2	0.999999	0
5.762	2	5	2	0.999999	0
5.763	1	3	3	0.999999	0
5.763	2	6	3	0.999999	0
5.801	1	1	1	0.999999	0
5.801	2	4	1	0.999999	0
5.802	1	2	2	0.999999	0
5.802	2	5	2	0.999999	0
5.803	1	3	3	0.999999	0
5.803	2	6	3	0.999999	0
5.841	1	1	1	0.999999	0
5.841	2	4	1	0.999999	0
5.842	1	2	2	0.999999	0
5.842	2	5	2	0.999999	0
5.843	1	3	3	0.999999	0
5.843	2	6	3	0.999999	0
5.881	1	1	1	0.999999	0
5.881	2	4	1	0.999999	0
5.882	1	2	2	0.999999	0
5.882	2	5	2	0.999999	0
5.883	1	3	3	0.999999	0
5.883	2	6	3	0.999999	0
5.921	1	1	1	0.999999	0
5.921	2	4	1	0.999999	0
5.922	1	2	2	0.999999	0
5.922	2	5	2	0.999999	0
5.923	1	3	3	0.999999	0
5.923	2	6	3	0.999999	0
5.961	1	1	1	0.999999	0
5.961	2	4	1	0.999999	0
5.962	1	2	2	0.999999	0
5.962	2	5	2	0.999999	0
5.963	1	3	3	0.999999	0
5.963	2	6	3	0.999999	0
6.001	1	1	1	0.999999	0
6.001	2	4	1	0.999999	0
6.002	1	2	2	0.999999	0
6.002	2	5	2	0.999999	0
6.003	1	3	3	0.999999	0
6.003	2	6	3	0.999999	0
6.041	1	1	1	0.999999	0
6.041	2	4	1	0.999999	0
6.042	1	2	2	0.999999	0
6.042	2	5	2	0.999999	0
6.043	1	3	3	0.999999	0
6.043	2	6	3	0.999999	0
6.081	1	1	1	0.999999	0
6.081	2	4	1	0.999999	0
6.082	1	2	2	0.999999	0
6.082	2	5	2	0.999999	0
6.083	1	3	3	0.999999	0
6.083	2	6	3	0.999999	0
6.121	1	1	1	0.999999	0
6.121	2	4	1	0.999999	0
6.122	1	2	2	0.999999	0
6.122	2	5	2	0.999999	0
6.123	1	3	3	0.999999	0
6.123	2	6	3	0.999999	0
6.161	1	1	1	0.999999	0
6.161	2	4	1	0.999999	0
6.162	1	2	2	0.999999	0
6.162	2	5	2	0.999999	0
6.163	1	3	3	0.999999	0
6.163	2	6	3	0.999999	0
6.201	1	1	1	0.999999	0
6.201	2	4	1	0.999999	0
6.202	1	2	2	0.999999	0
6.202	2	5	2	0.999999	0
6.203	1	3	3	0.999999	0
6.203	2	6	3	0.999999	0
6.241	1	1	1	0.999999	0
6.241	2	4	1	0.999999	0
6.242	1	2	2	0.999999	0
6.242	2	5	2	0.999999	0
6.243	1	3	3	0.999999	0
6.243	2	6	3	0.999999	0
6.281	1	1	1	0.999999	0
6.281	2	4	1	0.999999	0
6.282	1	2	2	0.999999	0
6.282	2	5	2	0.999999	0
6.283	1	3	3	0.999999	0
6.283	2	6	3	0.999999	0
6.321	1	1	1	0.999999	0
6.321	2	4	1	0.999999	0
6.322	1	2	2	0.999999	0
6.322	2	5	2	0.999999	0
6.323	1	3	3	0.999999	0
6.323	2	6	3	0.999999	0
6.361	1	1	1	0.999999	0
6.361	2	4	1	0.999999	0
6.362	1	2	2	0.999999	0
6.362	2	5	2	0.999999	0
6.363	1	3	3	0.999999	0
6.363	2	6	3	0.999999	0
6.401	1	1	1	0.999999	0
6.401	2	4	1	0.999999	0
6.402	1	2	2	0.999999	0
6.402	2	5	2	0.999999	0
6.403	1	3	3	0.999999	0
6.403	2	6	3	0.999999	0
6.441	1	1	1	0.999999	0
6.441	2	4	1	0.999999	0
6.442	1	2	2	0.999999	0
6.442	2	5	2	0.999999	0
6.443	1	3	3	0.999999	0
6.443	2	6	3	0.999999	0
6.481	1	1	1	0.999999	0
6.481	2	4	1	0.999999	0
6.482	1	2	2	0.999999	0
6.482	2	5	2	0.999999	0
6.483	1	3	3	0.999999	0
6.483	2	6	3	0.999999	0
6.521	1	1	1	0.999999	0
6.521	2	4	1	0.999999	0
6.522	1	2	2	0.999999	0
6.522	2	5	2	0.999999	0
6.523	1	3	3	0.999999	0
6.523	2	6	3	0.999999	0
6.561	1	1	1	0.999999	0
6.561	2	4	1	0.999999	0
6.562	1	2	2	0.999999	0
6.562	2	5	2	0.999999	0
6.563	1	3	3	0.999999	0
6.563	2	6	3	0.999999	0
6.601	1	1	1	0.999999	0
6.601	2	4	1	0.999999	0
6.602	1	2	2	0.999999	0
6.602	2	5	2	0.999999	0
6.603	1	3	3	0.999999	0
6.603	2	6	3	0.999999	0
6.641	1	1	1	0.999999	0
6.641	2	4	1	0.999999	0
6.642	1	2	2	0.999999	0
6.642	2	5	2	0.999999	0
6.643	1	3	3	0.999999	0
6.643	2	6	3	0.999999	0
6.681	1	1	1	0.999999	0
6.681	2	4	1	0.999999	0
6.682	1	2	2	0.999999	0
6.682	2	5	2	0.999999	0
6.683	1	3	3	0.999999	0
6.683	2	6	3	0.999999	0
6.721	1	1	1	0.999999	0
6.721	2	4	1	0.999999	0
6.722	1	2	2	0.999999	0
6.722	2	5	2	0.999999	0
6.723	1	3	3	0.999999	0
6.723	2	6	3	0.999999	0
6.761	1	1	1	0.999999	0
6.761	2	4	1	0.999999	0
6.762	1	2	2	0.999999	0
6.762	2	5	2	0.999999	0
6.763	1	3	3	0.999999	0
6.763	2	6	3	0.999999	0
6.801	1	1	1	0.999999	0
6.801	2	4	1	0.999999	0
6.802	1	2	2	0.999999	0
6.802	2	5	2	0.999999	0
6.803	1	3	3	0.999999	0
6.803	2	6	3	0.999999	0
6.841	1	1	1	0.999999	0
6.841	2	4	1	0.999999	0
6.842	1	2	2	0.999999	0
6.842	2	5	2	0.999999	0
6.843	1	3	3	0.999999	0
6.843	2	6	3	0.999999	0
6.881	1	1	1	0.999999	0
6.881	2	4	1	0.999999	0
6.882	1	2	2	0.999999	0
6.882	2	5	2	0.999999	0
6.883	1	3	3	0.999999	0
6.883	2	6	3	0.999999	0
6.921	1	1	1	0.999999	0
6.921	2	4	1	0.999999	0
6.922	1	2	2	0.999999	0
6.922	2	5	2	0.999999	0
6.923	1	3	3	0.999999	0
6.923	2	6	3	0.999999	0
6.961	1	1	1	0.999999	0
6.961	2	4	1	0.999999	0
6.962	1	2	2	0.999999	0
6.962	2	5	2	0.999999	0
6.963	1	3	3	0.999999	0
6.963	2	6	3	0.999999	0
7.001	1	1	1	0.999999	0
7.001	2	4	1	0.999999	0
7.002	1	2	2	0.999999	0
7.002	2	5	2	0.999999	0
7.003	1	3	3	0.999999	0
7.003	2	6	3	0.999999	0
7.041	1	1	1	0.999999	0
7.041	2	4	1	0.999999	0
7.042	1	2	2	0.999999	0
7.042	2	5	2	0.999999	0
7.043	1	3	3	0.999999	0
7.043	2	6	3	0.999999	0
7.081	1	1	1	0.999999	0
7.081	2	4	1	0.999999	0
7.082	1	2	2	0.999999	0
7.082	2	5	2	0.999999	0
7.083	1	3	3	0.999999	0
7.083	2	6	3	0.999999	0
7.121	1	1	1	0.999999	0
7.121	2	4	1	0.999999	0
7.122	1	2	2	0.999999	0
7.122	2	5	2	0.999999	0
7.123	1	3	3	0.999999	0
7.123	2	6	3	0.999999	0
7.161	1	1	1	0.999999	0
7.161	2	4	1	0.999999	0
7.162	1	2	2	0.999999	0
7.162	2	5	2	0.999999	0
7.163	1	3	3	0.999999	0
7.163	2	6	3	0.999999	0
7.201	1	1	1	0.999999	0
7.201	2	4	1	0.999999	0
7.202	1	2	2	0.999999	0
7.202	2	5	2	0.999999	0
7.203	1	3	3	0.999999	0
7.203	2	6	3	0.999999	0
7.241	1	1	1	0.999999	0
7.241	2	4	1	0.999999	0
7.242	1	2	2	0.999999	0
7.242	2	5	2	0.999999	0
7.243	1	3	3	0.999999	0
7.243	2	6	3	0.999999	0
7.281	1	1	1	0.999999	0
7.281	2	4	1	0.999999	0
7.282	1	2	2	0.999999	0
7.282	2	5	2	0.999999	0
7.283	1	3	3	0.999999	0
7.283	2	6	3	0.999999	0
7.321	1	1	1	0.999999	0
7.321	2	4	1	0.999999	0
7.322	1	2	2	0.999999	0
7.322	2	5	2	0.999999	0
7.323	1	3	3	0.999999	0
7.323	2	6	3	0.999999	0
7.361	1	1	1	0.999999	0
7.361	2	4	1	0.999999	0
7.362	1	2	2	0.999999	0
7.362	2	5	2	0.999999	0
7.363	1	3	3	0.999999	0
7.363	2	6	3	0.999999	0
7.401	1	1	1	0.999999	0
7.401	2	4	1	0.999999	0
7.402	1	2	2	0.999999	0
7.402	2	5	2	0.999999	0
7.403	1	3	3	0.999999	0
7.403	2	6	3	0.999999	0
7.441	1	1	1	0.999999	0
7.441	2	4	1	0.999999	0
7.442	1	2	2	0.999999	0
7.442	2	5	2	0.999999	0
7.443	1	3	3	0.999999	0
7.443	2	6	3	0.999999	0
7.481	1	1	1	0.999999	0
7.481	2	4	1	0.999999	0
7.482	1	2	2	0.999999	0
7.482	2	5	2	0.999999	0
7.483	1	3	3	0.999999	0
7.483	2	6	3	0.999999	0
7.521	1	1	1	0.999999	0
7.521	2	4	1	0.999999	0
7.522	1	2	2	0.999999	0
7.522	2	5	2	0.999999	0
7.523	1	3	3	0.999999	0
7.523	2	6	3	0.999999	0
7.561	1	1	1	0.999999	0
7.561	2	4	1	0.999999	0
7.562	1	2	2	0.999999	0
7.562	2	5	2	0.999999	0
7.563	1	3	3	0.999999	0
7.563	2	6	3	0.999999	0
7.601	1	1	1	0.999999	0
7.601	2	4	1	0.999999	0
7.602	1	2	2	0.999999	0
7.602	2	5	2	0.999999	0
7.603	1	3	3	0.999999	0
7.603	2	6	3	0.999999	0
7.641	1	1	1	0.999999	0
7.641	2	4	1	0.999999	0
7.642	1	2	2	0.999999	0
7.642	2	5	2	0.999999	0
7.643	1	3	3	0.999999	0
7.643	2	6	3	0.999999	0
7.681	1	1	1	0.999999	0
7.681	2	4	1	0.999999	0
7.682	1	2	2	0.999999	0
7.682	2	5	2	0.999999	0
7.683	1	3	3	0.999999	0
7.683	2	6	3	0.999999	0
7.721	1	1	1	0.999999	0
7.721	2	4	1	0.999999	0
7.722	1	2	2	0.999999	0
7.722	2	5	2	0.999999	0
7.723	1	3	3	0.999999	0
7.723	2	6	3	0.999999	0
7.761	1	1	1	0.999999	0
7.761	2	4	1	0.999999	0
7.762	1	2	2	0.999999	0
7.762	2	5	2	0.999999	0
7.763	1	3	3	0.999999	0
7.763	2	6	3	0.999999	0
7.801	1	1	1	0.999999	0
7.801	2	4	1	0.999999	0
7.802	1	2	2	0.999999	0
7.802	2	5	2	0.999999	0
7.803	1	3	3	0.999999	0
7.803	2	6	3	0.999999	0
7.841	1	1	1	0.999999	0
7.841	2	4	1	0.999999	0
7.842	1	2	2	0.999999	0
7.842	2	5	2	0.999999	0
7.843	1	3	3	0.999999	0
7.843	2	6	3	0.999999	0
7.881	1	1	1	0.999999	0
7.881	2	4	1	0.999999	0
7.882	1	2	2	0.999999	0
7.882	2	5	2	0.999999	0
7.883	1	3	3	0.999999	0
7.883	2	6	3	0.999999	0
7.921	1	1	1	0.999999	0
7.921	2	4	1	0.999999	0
7.922	1	2	2	0.999999	0
7.922	2	5	2	0.999999	0
7.923	1	3	3	0.999999	0
7.923	2	6	3	0.999999	0
7.961	1	1	1	0.999999	0
7.961	2	4	1	0.999999	0
7.962	1	2	2	0.999999	0
7.962	2	5	2	0.999999	0
7.963	1	3	3	0.999999	0
7.963	2	6	3	0.999999	0
8.001	1	1	1	0.999999	0
8.001	2	4	1	0.999999	0
8.002	1	2	2	0.999999	0
8.002	2	5	2	0.999999	0
8.003	1	3	3	0.999999	0
8.003	2	6	3	0.999999	0
8.041	1	1	1	0.999999	0
8.041	2	4	1	0.999999	0
8.042	1	2	2	0.999999	0
8.042	2	5	2	0.999999	0
8.043	1	3	3	0.999999	0
8.043	2	6	3	0.999999	0
8.081	1	1	1	0.999999	0
8.081	2	4	1	0.999999	0
8.082	1	2	2	0.999999	0
8.082	2	5	2	0.999999	0
8.083	1	3	3	0.999999	0
8.083	2	6	3	0.999999	0
8.121	1	1	1	0.999999	0
8.121	2	4	1	0.999999	0
8.122	1	2	2	0.999999	0
8.122	2	5	2	0.999999	0
8.123	1	3	3	0.999999	0
8.123	2	6	3	0.999999	0
8.161	1	1	1	0.999999	0
8.161	2	4	1	0.999999	0
8.162	1	2	2	0.999999	0
8.162	2	5	2	0.999999	0
8.163	1	3	3	0.999999	0
8.163	2	6	3	0.999999	0
8.201	1	1	1	0.999999	0
8.201	2	4	1	0.999999	0
8.202	1	2	2	0.999999	0
8.202	2	5	2	0.999999	0
8.203	1	3	3	0.999999	0
8.203	2	6	3	0.999999	0
8.241	1	1	1	0.999999	0
8.241	2	4	1	0.999999	0
8.242	1	2	2	0.999999	0
8.242	2	5	2	0.999999	0
8.243	1	3	3	0.999999	0
8.243	2	6	3	0.999999	0
8.281	1	1	1	0.999999	0
8.281	2	4	1	0.999999	0
8.282	1	2	2	0.999999	0
8.282	2	5	2	0.999999	0
8.283	1	3	3	0.999999	0
8.283	2	6	3	0.999999	0
8.321	1	1	1	0.999999	0
8.321	2	4	1	0.999999	0
8.322	1	2	2	0.999999	0
8.322	2	5	2	0.999999	0
8.323	1	3	3	0.999999	0
8.323	2	6	3	0.999999	0
8.361	1	1	1	0.999999	0
8.361	2	4	1	0.999999	0
8.362	1	2	2	0.999999	0
8.362	2	5	2	0.999999	0
8.363	1	3	3	0.999999	0
8.363	2	6	3	0.999999	0
8.401	1	1	1	0.999999	0
8.401	2	4	1	0.999999	0
8.402	1	2	2	0.999999	0
8.402	2	5	2	0.999999	0
8.403	1	3	3	0.999999	0
8.403	2	6	3	0.999999	0
8.441	1	1	1	0.999999	0
8.441	2	4	1	0.999999	0
8.442	1	2	2	0.999999	0
8.442	2	5	2	0.999999	0
8.443	1	3	3	0.999999	0
8.443	2	6	3	0.999999	0
8.481	1	1	1	0.999999	0
8.481	2	4	1	0.999999	0
8.482	1	2	2	0.999999	0
8.482	2	5	2	0.999999	0
8.483	1	3	3	0.999999	0
8.483	2	6	3	0.999999	0
8.521	1	1	1	0.999999	0
8.521	2	4	1	0.999999	0
8.522	1	2	2	0.999999	0
8.522	2	5	2	0.999999	0
8.523	1	3	3	0.999999	0
8.523	2	6	3	0.999999	0
8.561	1	1	1	0.999999	0
8.561	2	4	1	0.999999	0
8.562	1	2	2	0.999999	0
8.562	2	5	2	0.999999	0
8.563	1	3	3	0.999999	0
8.563	2	6	3	0.999999	0
8.601	1	1	1	0.999999	0
8.601	2	4	1	0.999999	0
8.602	1	2	2	0.999999	0
8.602	2	5	2	0.999999	0
8.603	1	3	3	0.999999	0
8.603	2	6	3	0.999999	0
8.641	1	1	1	0.999999	0
8.641	2	4	1	0.999999	0
8.642	1	2	2	0.999999	0
8.642	2	5	2	0.999999	0
8.643	1	3	3	0.999999	0
8.643	2	6	3	0.999999	0
8.681	1	1	1	0.999999	0
8.681	2	4	1	0.999999	0
8.682	1	2	2	0.999999	0
8.682	2	5	2	0.999999	0
8.683	1	3	3	0.999999	0
8.683	2	6	3	0.999999	0
8.721	1	1	1	0.999999	0
8.721	2	4	1	0.999999	0
8.722	1	2	2	0.999999	0
8.722	2	5	2	0.999999	0
8.723	1	3	3	0.999999	0
8.723	2	6	3	0.999999	0
8.761	1	1	1	0.999999	0
8.761	2	4	1	0.999999	0
8.762	1	2	2	0.999999	0
8.762	2	5	2	0.999999	0
8.763	1	3	3	0.999999	0
8.763	2	6	3	0.999999	0
8.801	1	1	1	0.999999	0
8.801	2	4	1	0.999999	0
8.802	1	2	2	0.999999	0
8.802	2	5	2	0.999999	0
8.803	1	3	3	0.999999	0
8.803	2	6	3	0.999999	0
8.841	1	1	1	0.999999	0
8.841	2	4	1	0.999999	0
8.842	1	2	2	0.999999	0
8.842	2	5	2	0.999999	0
8.843	1	3	3	0.999999	0
8.843	2	6	3	0.999999	0
8.881	1	1	1	0.999999	0
8.881	2	4	1	0.999999	0
8.882	1	2	2	0.999999	0
8.882	2	5	2	0.999999	0
8.883	1	3	3	0.999999	0
8.883	2	6	3	0.999999	0
8.921	1	1	1	0.999999	0
8.921	2	4	1	0.999999	0
8.922	1	2	2	0.999999	0
8.922	2	5	2	0.999999	0
8.923	1	3	3	0.999999	0
8.923	2	6	3	0.999999	0
8.961	1	1	1	0.999999	0
8.961	2	4	1	0.999999	0
8.962	1	2	2	0.999999	0
8.962	2	5	2	0.999999	0
8.963	1	3	3	0.999999	0
8.963	2	6	3	0.999999	0
9.001	1	1	1	0.999999	0
9.001	2	4	1	0.999999	0
9.002	1	2	2	0.999999	0
9.002	2	5	2	0.999999	0
9.003	1	3	3	0.999999	0
9.003	2	6	3	0.999999	0
9.041	1	1	1	0.999999	0
9.041	2	4	1	0.999999	0
9.042	1	2	2	0.999999	0
9.042	2	5	2	0.999999	0
9.043	1	3	3	0.999999	0
9.043	2	6	3	0.999999	0
9.081	1	1	1	0.999999	0
9.081	2	4	1	0.999999	0
9.082	1	2	2	0.999999	0
9.082	2	5	2	0.999999	0
9.083	1	3	3	0.999999	0
9.083	2	6	3	0.999999	0
9.121	1	1	1	0.999999	0
9.121	2	4	1	0.999999	0
9.122	1	2	2	0.999999	0
9.122	2	5	2	0.999999	0
9.123	1	3	3	0.999999	0
9.123	2	6	3	0.999999	0
9.161	1	1	1	0.999999	0
9.161	2	4	1	0.999999	0
9.162	1	2	2	0.999999	0
9.162	2	5	2	0.999999	0
9.163	1	3	3	0.999999	0
9.163	2	6	3	0.999999	0
9.201	1	1	1	0.999999	0
9.201	2	4	1	0.999999	0
9.202	1	2	2	0.999999	0
9.202	2	5	2	0.999999	0
9.203	1	3	3	0.999999	0
9.203	2	6	3	0.999999	0
9.241	1	1	1	0.999999	0
9.241	2	4	1	0.999999	0
9.242	1	2	2	0.999999	0
9.242	2	5	2	0.999999	0
9.243	1	3	3	0.999999	0
9.243	2	6	3	0.999999	0
9.281	1	1	1	0.999999	0
9.281	2	4	1	0.999999	0
9.282	1	2	2	0.999999	0
9.282	2	5	2	0.999999	0
9.283	1	3	3	0.999999	0
9.283	2	6	3	0.999999	0
9.321	1	1	1	0.999999	0
9.321	2	4	1	0.999999	0
9.322	1	2	2	0.999999	0
9.322	2	5	2	0.999999	0
9.323	1	3	3	0.999999	0
9.323	2	6	3	0.999999	0
9.361	1	1	1	0.999999	0
9.361	2	4	1	0.999999	0
9.362	1	2	2	0.999999	0
9.362	2	5	2	0.999999	0
9.363	1	3	3	0.999999	0
9.363	2	6	3	0.999999	0
9.401	1	1	1	0.999999	0
9.401	2	4	1	0.999999	0
9.402	1	2	2	0.999999	0
9.402	2	5	2	0.999999	0
9.403	1	3	3	0.999999	0
9.403	2	6	3	0.999999	0
9.441	1	1	1	0.999999	0
9.441	2	4	1	0.999999	0
9.442	1	2	2	0.999999	0
9.442	2	5	2	0.999999	0
9.443	1	3	3	0.999999	0
9.443	2	6	3	0.999999	0
9.481	1	1	1	0.999999	0
9.481	2	4	1	0.999999	0
9.482	1	2	2	0.999999	0
9.482	2	5	2	0.999999	0
9.483	1	3	3	0.999999	0
9.483	2	6	3	0.999999	0
9.521	1	1	1	0.999999	0
9.521	2	4	1	0.999999	0
9.522	1	2	2	0.999999	0
9.522	2	5	2	0.999999	0
9.523	1	3	3	0.999999	0
9.523	2	6	3	0.999999	0
9.561	1	1	1	0.999999	0
9.561	2	4	1	0.999999	0
9.562	1	2	2	0.999999	0
9.562	2	5	2	0.999999	0
9.563	1	3	3	0.999999	0
9.563	2	6	3	0.999999	0
9.601	1	1	1	0.999999	0
9.601	2	4	1	0.999999	0
9.602	1	2	2	0.999999	0
9.602	2	5	2	0.999999	0
9.603	1	3	3	0.999999	0
9.603	2	6	3	0.999999	0
9.641	1	1	1	0.999999	0
9.641	2	4	1	0.999999	0
9.642	1	2	2	0.999999	0
9.642	2	5	2	0.999999	0
9.643	1	3	3	0.999999	0
9.643	2	6	3	0.999999	0
9.681	1	1	1	0.999999	0
9.681	2	4	1	0.999999	0
9.682	1	2	2	0.999999	0
9.682	2	5	2	0.999999	0
9.683	1	3	3	0.999999	0
9.683	2	6	3	0.999999	0
9.721	1	1	1	0.999999	0
9.721	2	4	1	0.999999	0
9.722	1	2	2	0.999999	0
9.722	2	5	2	0.999999	0
9.723	1	3	3	0.999999	0
9.723	2	6	3	0.999999	0
9.761	1	1	1	0.999999	0
9.761	2	4	1	0.999999	0
9.762	1	2	2	0.999999	0
9.762	2	5	2	0.999999	0
9.763	1	3	3	0.999999	0
9.763	2	6	3	0.999999	0
9.801	1	1	1	0.999999	0
9.801	2	4	1	0.999999	0
9.802	1	2	2	0.999999	0
9.802	2	5	2	0.999999	0
9.803	1	3	3	0.999999	0
9.803	2	6	3	0.999999	0
9.841	1	1	1	0.999999	0
9.841	2	4	1	0.999999	0
9.842	1	2	2	0.999999	0
9.842	2	5	2	0.999999	0
9.843	1	3	3	0.999999	0
9.843	2	6	3	0.999999	0
9.881	1	1	1	0.999999	0
9.881	2	4	1	0.999999	0
9.882	1	2	2	0.999999	0
9.882	2	5	2	0.999999	0
9.883	1	3	3	0.999999	0
9.883	2	6	3	0.999999	0
9.921	1	1	1	0.999999	0
9.921	2	4	1	0.999999	0
9.922	1	2	2	0.999999	0
9.922	2	5	2	0.999999	0
9.923	1	3	3	0.999999	0
9.923	2	6	3	0.999999	0
9.961	1	1	1	0.999999	0
9.961	2	4	1	0.999999	0
9.962	1	2	2	0.999999	0
9.962	2	5	2	0.999999	0
9.963	1	3	3	0.999999	0
9.963	2	6	3	0.999999	0
10.001	1	1	1	0.999999	0
10.001	2	4	1	0.999999	0
10.002	1	2	2	0.999999	0
10.002	2	5	2	0.999999	0
10.003	1	3	3	0.999999	0
10.003	2	6	3	0.999999	0
10.041	1	1	1	0.999999	0
10.041	2	4	1	0.999999	0
10.042	1	2	2	0.999999	0
10.042	2	5	2	0.999999	0
10.043	1	3	3	0.999999	0
10.043	2	6	3	0.999999	0
10.081	1	1	1	0.999999	0
10.081	2	4	1	0.999999	0
10.082	1	2	2	0.999999	0
10.082	2	5	2	0.999999	0
10.083	1	3	3	0.999999	0
10.083	2	6	3	0.999999	0
10.121	1	1	1	0.999999	0
10.121	2	4	1	0.999999	0
10.122	1	2	2	0.999999	0
10.122	2	5	2	0.999999	0
10.123	1	3	3	0.999999	0
10.123	2	6	3	0.999999	0
10.161	1	1	1	0.999999	0
10.161	2	4	1	0.999999	0
10.162	1	2	2	0.999999	0
10.162	2	5	2	0.999999	0
10.163	1	3	3	0.999999	0
10.163	2	6	3	0.999999	0
10.201	1	1	1	0.999999	0
10.201	2	4	1	0.999999	0
10.202	1	2	2	0.999999	0
10.202	2	5	2	0.999999	0
10.203	1	3	3	0.999999	0
10.203	2	6	3	0.999999	0
10.241	1	1	1	0.999999	0
10.241	2	4	1	0.999999	0
10.242	1	2	2	0.999999	0
10.242	2	5	2	0.999999	0
10.243	1	3	3	0.999999	0
10.243	2	6	3	0.999999	0
10.281	1	1	1	0.999999	0
10.281	2	4	1	0.999999	0
10.282	1	2	2	0.999999	0
10.282	2	5	2	0.999999	0
10.283	1	3	3	0.999999	0
10.283	2	6	3	0.999999	0
10.321	1	1	1	0.999999	0
10.321	2	4	1	0.999999	0
10.322	1	2	2	0.999999	0
10.322	2	5	2	0.999999	0
10.323	1	3	3	0.999999	0
10.323	2	6	3	0.999999	0
10.361	1	1	1	0.999999	0
10.361	2	4	1	0.999999	0
10.362	1	2	2	0.999999	0
10.362	2	5	2	0.999999	0
10.363	1	3	3	0.999999	0
10.363	2	6	3	0.999999	0
10.401	1	1	1	0.999999	0
10.401	2	4	1	0.999999	0
10.402	1	2	2	0.999999	0
10.402	2	5	2	0.999999	0
10.403	1	3	3	0.999999	0
10.403	2	6	3	0.999999	0
10.441	1	1	1	0.999999	0
10.441	2	4	1	0.999999	0
10.442	1	2	2	0.999999	0
10.442	2	5	2	0.999999	0
10.443	1	3	3	0.999999	0
10.443	2	6	3	0.999999	0
10.481	1	1	1	0.999999	0
10.481	2	4	1	0.999999	0
10.482	1	2	2	0.999999	0
10.482	2	5	2	0.999999	0
10.483	1	3	3	0.999999	0
10.483	2	6	3	0.999999	0
10.521	1	1	1	0.999999	0
10.521	2	4	1	0.999999	0
10.522	1	2	2	0.999999	0
10.522	2	5	2	0.999999	0
10.523	1	3	3	0.999999	0
10.523	2	6	3	0.999999	0
10.561	1	1	1	0.999999	0
10.561	2	4	1	0.999999	0
10.562	1	2	2	0.999999	0
10.562	2	5	2	0.999999	0
10.563	1	3	3	0.999999	0
10.563	2	6	3	0.999999	0
10.601	1	1	1	0.999999	0
10.601	2	4	1	0.999999	0
10.602	1	2	2	0.999999	0
10.602	2	5	2	0.999999	0
10.603	1	3	3	0.999999	0
10.603	2	6	3	0.999999	0
10.641	1	1	1	0.999999	0
10.641	2	4	1	0.999999	0
10.642	1	2	2	0.999999	0
10.642	2	5	2	0.999999	0
10.643	1	3	3	0.999999	0
10.643	2	6	3	0.999999	0
10.681	1	1	1	0.999999	0
10.681	2	4	1	0.999999	0
10.682	1	2	2	0.999999	0
10.682	2	5	2	0.999999	0
10.683	1	3	3	0.999999	0
10.683	2	6	3	0.999999	0
10.721	1	1	1	0.999999	0
10.721	2	4	1	0.999999	0
10.722	1	2	2	0.999999	0
10.722	2	5	2	0.999999	0
10.723	1	3	3	0.999999	0
10.723	2	6	3	0.999999	0
10.761	1	1	1	0.999999	0
10.761	2	4	1	0.999999	0
10.762	1	2	2	0.999999	0
10.762	2	5	2	0.999999	0
10.763	1	3	3	0.999999	0
10.763	2	6	3	0.999999	0
10.801	1	1	1	0.999999	0
10.801	2	4	1	0.999999	0
10.802	1	2	2	0.999999	0
10.802	2	5	2	0.999999	0
10.803	1	3	3	0.999999	0
10.803	2	6	3	0.999999	0
10.841	1	1	1	0.999999	0
10.841	2	4	1	0.999999	0
10.842	1	2	2	0.999999	0
10.842	2	5	2	0.999999	0
10.843	1	3	3	0.999999	0
10.843	2	6	3	0.999999	0
10.881	1	1	1	0.999999	0
10.881	2	4	1	0.999999	0
10.882	1	2	2	0.999999	0
10.882	2	5	2	0.999999	0
10.883	1	3	3	0.999999	0
10.883	2	6	3	0.999999	0
10.921	1	1	1	0.999999	0
